product_name,manufacturer,current_price,quantity,category,subcategory,discount_percentage
Product 979,Photojam,549011.94,3596,Toys,TVs,19.08
Product 722,Oyoyo,585131.35,9808,Clothing,Fiction,82.83
Product 100,Zava,23648.35,9733,Electronics,Laptops,89.36
Product 916,Dabshots,442690.3,9785,Clothing,Shirts,99.88
Product 575,Centimia,968517.57,8658,Beauty,Beverages,99.22
Product 260,Gigabox,903193.58,3048,Electronics,Fiction,13.31
Product 1000,Eare,953588.76,9214,Clothing,Laptops,41.88
Product 592,DabZ,451094.2,8931,Toys,Makeup,35.34
Product 199,Viva,384052.14,3591,Toys,Skincare,63.8
Product 170,Wikibox,889186.12,2061,Sports,Skincare,55.27
Product 547,Talane,259255.27,5884,Food,Shirts,97.06
Product 654,Ozu,792564.63,9715,Beauty,Pants,82.53
Product 95,Kazio,731221.01,2385,Clothing,Pants,9.19
Product 551,Katz,175930.44,6916,Home,Appliances,95.92
Product 963,Yakidoo,82050.56,4506,Beauty,Laptops,92.9
Product 417,Twitterwire,238878.3,6743,Beauty,Laptops,86.68
Product 976,Dablist,454497.11,1077,Clothing,Makeup,58.36
Product 344,Tazz,238512.58,9261,Home,Shirts,43.36
Product 148,Zava,562971.45,2452,Food,Snacks,92.36
Product 966,Riffwire,822049.41,2842,Clothing,Snacks,2.7
Product 727,Edgeclub,989205.51,4337,Beauty,Snacks,53.53
Product 498,Demivee,501773.81,9547,Sports,Beverages,67.38
Product 847,Realbuzz,793768.4,4258,Clothing,Pants,84.93
Product 895,Myworks,119204.03,3364,Home,Laptops,43.53
Product 69,Vitz,763285.18,5655,Food,Non-Fiction,49.71
Product 293,Twitterwire,213989.33,6265,Clothing,Fitness,87.61
Product 192,Meembee,282230.51,8487,Sports,TVs,85.88
Product 438,Devcast,127161.37,1536,Toys,TVs,97.25
Product 687,Yoveo,802420.71,6537,Toys,Furniture,69.28
Product 964,Lazz,595677.33,5549,Home,Snacks,22.23
Product 465,Vipe,75533.03,3389,Clothing,Laptops,36.82
Product 359,Aimbu,952972.89,5767,Clothing,Fiction,23.43
Product 38,Browseblab,558079.54,4336,Toys,Fiction,33.94
Product 866,Skiptube,904529.43,1749,Sports,Fiction,51.18
Product 939,Mynte,597802.13,2781,Toys,TVs,29.5
Product 572,Mybuzz,855169.2,7215,Books,Laptops,40.9
Product 216,Mita,829272.64,9420,Toys,Appliances,46.71
Product 236,Trudeo,498810.78,5975,Toys,TVs,10.61
Product 120,Dabfeed,702232.96,7265,Electronics,Makeup,90.16
Product 526,Skajo,711822.3,5954,Books,Snacks,4.32
Product 221,Devshare,506295.56,5627,Electronics,Laptops,44.91
Product 876,Topicshots,485827.29,4218,Food,Fiction,73.59
Product 541,Meejo,812875.02,2237,Toys,Skincare,92.89
Product 492,Feedbug,550869.26,2021,Food,Board Games,38.14
Product 815,Livefish,358789.38,2578,Home,Snacks,73.92
Product 904,Trupe,273444.83,3672,Beauty,Non-Fiction,8.1
Product 4,Katz,164440.99,3765,Sports,Fitness,0.98
Product 379,Devpoint,446118.09,955,Food,Fiction,82.16
Product 167,Devcast,230491.12,3282,Clothing,Shirts,53.07
Product 507,Buzzdog,362872.96,3825,Books,Non-Fiction,21.26
Product 258,Yakijo,306430.02,1879,Beauty,Shirts,7.66
Product 898,Talane,912376.35,5496,Electronics,Makeup,33.42
Product 804,Jetpulse,276717.31,4917,Food,Fitness,80.64
Product 177,Devify,923899.06,4643,Clothing,Makeup,91.14
Product 445,Livepath,282867.51,5214,Food,Non-Fiction,15.72
Product 350,Devbug,86208.83,6418,Food,Fitness,51.21
Product 386,Youbridge,355939.99,7109,Clothing,Fitness,98.51
Product 129,Skivee,733111.28,3562,Beauty,Shirts,32.32
Product 29,Photobug,549349.67,9378,Electronics,Pants,2.56
Product 382,Twitterworks,353341.39,8393,Home,Non-Fiction,47.32
Product 94,Oozz,388240.6,7157,Home,Fiction,36.66
Product 294,Gabspot,545685.71,5287,Toys,Furniture,56.56
Product 578,Chatterpoint,321319.24,7266,Books,Board Games,63.19
Product 83,Twitterwire,993094.16,6231,Clothing,Shirts,94.68
Product 597,Jayo,594564.57,605,Toys,Fitness,54.25
Product 610,Centimia,807435.27,5938,Food,Appliances,33.87
Product 827,Divape,498945.15,1812,Sports,Furniture,16.68
Product 391,Trudeo,683637.59,2501,Sports,Non-Fiction,50.34
Product 397,Jaxbean,580939.04,9785,Toys,Beverages,49.28
Product 964,Yoveo,598059.72,2229,Toys,Beverages,49.96
Product 982,Twitterworks,559381.15,9156,Home,Board Games,62.84
Product 930,Vinder,754829.29,5226,Books,Snacks,75.5
Product 452,Flashpoint,980832.79,1936,Beauty,Pants,14.83
Product 790,Babbleblab,493054.38,9298,Toys,Makeup,51.53
Product 155,Innojam,789070.44,1636,Clothing,Snacks,69.49
Product 897,Realbuzz,961359.02,3567,Books,Laptops,41.37
Product 215,Rhyzio,913926.58,9485,Books,Beverages,69.05
Product 392,Meevee,143618.35,7455,Beauty,Non-Fiction,67.54
Product 201,Tagchat,355789.98,4782,Clothing,Shirts,63.13
Product 162,Meemm,761217.24,2491,Food,Fiction,43.62
Product 749,Aimbo,190379.72,5803,Books,Snacks,38.21
Product 261,Vinte,828815.91,8176,Home,Shirts,11.4
Product 917,Mybuzz,888364.88,8792,Electronics,Fitness,70.43
Product 666,Youtags,66732.96,7271,Sports,Makeup,69.03
Product 518,Jaxbean,461492.07,2047,Electronics,Skincare,70.48
Product 803,Skivee,34712.99,6612,Home,Snacks,95.3
Product 244,Einti,47918.35,9078,Books,Fitness,45.24
Product 851,Skimia,379073.78,5518,Toys,Skincare,69.42
Product 96,Skalith,430934.03,8811,Beauty,Non-Fiction,2.93
Product 59,Flashdog,57578.91,5160,Electronics,Makeup,62.55
Product 136,Jazzy,750260.58,2170,Beauty,Snacks,0.51
Product 613,Trilia,638249.38,559,Clothing,TVs,24.48
Product 421,Skimia,742875.68,8468,Beauty,Laptops,22
Product 129,Yombu,479000.57,7812,Home,Snacks,39.8
Product 793,Rhybox,659707.17,123,Toys,TVs,53.16
Product 307,Meembee,378592.27,1024,Books,Makeup,61.96
Product 230,Katz,630737.4,3746,Books,Snacks,85.22
Product 208,Kwimbee,474355.34,900,Beauty,Fiction,33.75
Product 515,Skibox,183129.31,2295,Sports,TVs,89.5
Product 445,Edgeify,289961.4,8675,Clothing,Appliances,95.44
Product 613,Eamia,213455.76,4351,Food,Non-Fiction,65.66
Product 188,Jabberstorm,801635.6,3326,Electronics,TVs,23.77
Product 395,Meeveo,768730.16,3833,Sports,Fiction,30.29
Product 711,Tavu,295367.09,9880,Toys,Fiction,74.31
Product 496,Snaptags,864315.09,165,Beauty,Snacks,48.74
Product 215,Realcube,691110.82,6664,Electronics,Makeup,2.41
Product 603,Edgeclub,86326.92,1426,Beauty,Board Games,2.84
Product 805,Realcube,655916.75,2975,Sports,Beverages,15.06
Product 812,Youbridge,532500.5,7595,Toys,Laptops,10.94
Product 5,Cogidoo,872537.45,3024,Sports,Skincare,47.97
Product 143,Leexo,309174.3,216,Books,Pants,73.59
Product 358,Livetube,528146.85,4850,Toys,Fitness,51.87
Product 148,Brightdog,705520.56,6574,Sports,Snacks,68.48
Product 304,Brainverse,140620.12,7818,Clothing,Snacks,78.26
Product 724,Eazzy,202002.95,7929,Electronics,Appliances,74.26
Product 847,Ainyx,551419.76,4811,Beauty,Laptops,14.48
Product 169,Trudeo,213967.82,6837,Electronics,Laptops,49.5
Product 615,Tekfly,366501.26,6720,Electronics,Appliances,24.36
Product 639,Bubbletube,636240.64,9553,Beauty,Fiction,55.37
Product 402,Buzzster,316414.55,8612,Books,TVs,95.47
Product 570,Izio,626476.2,8667,Food,Board Games,53.88
