order_id,product_id,quantity,total,discount_percentage,total_after_discount,trx_date
900,291,43,0.0,0.0,0.0,5/24/2022 02:22:47
901,61,18,0.0,0.0,0.0,3/17/2019 16:45:47
902,104,130,0.0,0.0,0.0,6/3/2019 02:20:13
903,133,127,0.0,0.0,0.0,8/19/2021 03:33:39
904,87,12,0.0,0.0,0.0,6/12/2020 08:25:21
905,68,103,0.0,0.0,0.0,11/3/2022 12:11:52
906,243,127,0.0,0.0,0.0,6/9/2020 02:51:36
907,280,18,0.0,0.0,0.0,10/1/2021 04:55:57
908,306,63,0.0,0.0,0.0,10/29/2023 05:57:40
909,91,22,0.0,0.0,0.0,12/13/2018 05:04:12
910,220,59,0.0,0.0,0.0,1/15/2023 07:12:29
911,176,106,0.0,0.0,0.0,1/8/2019 03:39:00
912,213,119,0.0,0.0,0.0,4/7/2023 14:41:04
913,107,7,0.0,0.0,0.0,6/6/2022 16:08:16
914,145,4,0.0,0.0,0.0,11/30/2023 13:38:19
915,283,95,0.0,0.0,0.0,7/10/2021 11:16:53
916,160,124,0.0,0.0,0.0,5/2/2021 11:08:22
917,217,73,0.0,0.0,0.0,3/12/2022 16:56:53
918,210,6,0.0,0.0,0.0,2/10/2020 12:21:27
919,166,28,0.0,0.0,0.0,5/25/2023 20:34:04
920,146,97,0.0,0.0,0.0,8/27/2021 13:26:27
921,52,140,0.0,0.0,0.0,8/2/2022 13:59:14
922,327,109,0.0,0.0,0.0,7/10/2023 05:46:58
923,63,49,0.0,0.0,0.0,3/7/2022 22:01:36
924,119,32,0.0,0.0,0.0,3/30/2018 21:20:47
925,315,125,0.0,0.0,0.0,4/26/2022 17:27:27
926,305,67,0.0,0.0,0.0,7/13/2018 18:54:33
927,126,24,0.0,0.0,0.0,2/2/2018 01:10:46
928,223,31,0.0,0.0,0.0,11/1/2023 04:24:21
929,191,76,0.0,0.0,0.0,5/21/2019 18:02:51
930,155,73,0.0,0.0,0.0,11/26/2021 23:41:47
931,49,110,0.0,0.0,0.0,12/20/2021 14:57:11
932,236,84,0.0,0.0,0.0,5/1/2018 08:19:37
933,59,69,0.0,0.0,0.0,9/25/2021 21:56:42
934,212,1,0.0,0.0,0.0,4/19/2018 00:21:45
935,192,70,0.0,0.0,0.0,2/8/2018 15:11:05
936,54,78,0.0,0.0,0.0,9/21/2020 01:45:28
937,20,33,0.0,0.0,0.0,3/30/2021 06:11:46
938,212,85,0.0,0.0,0.0,9/23/2023 10:30:18
939,186,144,0.0,0.0,0.0,5/19/2021 02:59:03
940,49,83,0.0,0.0,0.0,2/23/2018 10:36:12
941,84,54,0.0,0.0,0.0,1/8/2018 22:21:39
942,22,148,0.0,0.0,0.0,3/10/2023 17:55:30
943,191,145,0.0,0.0,0.0,1/1/2019 18:49:13
944,62,122,0.0,0.0,0.0,3/4/2019 17:16:10
945,244,111,0.0,0.0,0.0,3/20/2021 22:05:46
946,346,65,0.0,0.0,0.0,4/23/2018 04:36:37
947,189,149,0.0,0.0,0.0,5/30/2022 03:28:23
948,341,78,0.0,0.0,0.0,5/5/2022 20:36:26
949,33,52,0.0,0.0,0.0,2/19/2022 01:47:27
950,283,63,0.0,0.0,0.0,3/23/2020 19:05:00
951,48,74,0.0,0.0,0.0,5/1/2020 07:00:43
952,188,4,0.0,0.0,0.0,10/27/2023 16:35:08
953,87,27,0.0,0.0,0.0,7/28/2022 20:19:10
954,136,10,0.0,0.0,0.0,12/4/2019 18:35:07
955,344,10,0.0,0.0,0.0,9/6/2021 23:48:00
956,167,130,0.0,0.0,0.0,12/23/2020 05:20:58
957,32,72,0.0,0.0,0.0,9/10/2019 08:30:31
958,326,80,0.0,0.0,0.0,7/9/2019 17:25:47
959,105,137,0.0,0.0,0.0,10/8/2018 02:47:47
960,41,87,0.0,0.0,0.0,3/20/2021 12:50:54
961,286,44,0.0,0.0,0.0,8/23/2019 16:22:24
962,256,71,0.0,0.0,0.0,5/20/2021 14:01:58
963,286,76,0.0,0.0,0.0,10/5/2021 20:04:17
964,89,65,0.0,0.0,0.0,4/7/2018 03:47:29
965,256,51,0.0,0.0,0.0,12/23/2021 15:46:01
966,298,91,0.0,0.0,0.0,8/20/2022 05:57:48
967,35,6,0.0,0.0,0.0,11/19/2022 03:49:59
968,316,13,0.0,0.0,0.0,12/29/2023 02:37:43
969,275,13,0.0,0.0,0.0,6/9/2018 22:50:58
970,52,145,0.0,0.0,0.0,1/5/2023 22:44:00
971,330,91,0.0,0.0,0.0,4/6/2021 20:34:18
972,190,114,0.0,0.0,0.0,7/24/2022 11:21:57
973,143,88,0.0,0.0,0.0,7/6/2020 05:16:31
974,330,68,0.0,0.0,0.0,10/27/2020 08:51:39
975,331,59,0.0,0.0,0.0,5/16/2018 15:01:18
976,228,75,0.0,0.0,0.0,7/29/2023 21:47:39
977,198,146,0.0,0.0,0.0,7/8/2020 08:47:48
978,96,39,0.0,0.0,0.0,5/19/2019 16:00:36
979,344,125,0.0,0.0,0.0,12/28/2023 16:39:52
980,277,34,0.0,0.0,0.0,2/4/2018 05:58:13
981,177,40,0.0,0.0,0.0,7/1/2018 09:04:38
982,219,91,0.0,0.0,0.0,6/14/2021 14:12:28
983,284,76,0.0,0.0,0.0,8/21/2022 08:37:36
984,71,30,0.0,0.0,0.0,6/16/2023 00:11:24
985,25,4,0.0,0.0,0.0,1/10/2023 05:31:25
986,253,96,0.0,0.0,0.0,9/25/2020 03:43:41
987,27,30,0.0,0.0,0.0,6/25/2018 05:09:23
988,41,39,0.0,0.0,0.0,8/8/2018 10:29:37
989,169,27,0.0,0.0,0.0,3/16/2023 16:45:05
990,20,63,0.0,0.0,0.0,5/24/2018 22:23:00
991,56,97,0.0,0.0,0.0,2/4/2021 08:45:53
992,122,138,0.0,0.0,0.0,10/19/2019 13:38:10
993,180,95,0.0,0.0,0.0,7/11/2019 01:36:12
994,83,109,0.0,0.0,0.0,4/21/2021 17:10:58
995,74,31,0.0,0.0,0.0,8/28/2023 20:37:37
996,122,2,0.0,0.0,0.0,3/9/2018 19:40:04
997,137,41,0.0,0.0,0.0,10/28/2023 15:30:16
998,225,107,0.0,0.0,0.0,12/6/2021 10:02:48
999,242,3,0.0,0.0,0.0,2/4/2021 06:29:44
1000,158,130,0.0,0.0,0.0,5/6/2022 19:50:57
